,title,company,description,company_overview,location,role,hours,industry,applications,posted,closing,salary_type,salary
101,Architectural Coordinator,FORTIS CONSTRUCTION PTE. LTD.,"Roles & ResponsibilitiesReporting to the CSA Construction Manager, the candidate will be accountable for insuring the work required such as submittals, RFI’s, coordination drawings, updating documents, etc are complete, ready and approved for Architectural & Foundation Subcontractors to perform their scope of work in the strictest of compliance to the contract documents.  This role is focused on working with the Civil/Structural/Architectural Construction Manager who is managing the Architectural Subcontractor field operations and installation details for a large complex data center project, having stringent technical requirements.   It is expected the candidate will be a very detailed individual with previous experience working as a Architectural Coordinator on data center projects and or other complex technical projects.  There will be a significant amount of “hands on” work coordinating approved design documents and insuring installed work in the field are in compliance with such documents.  The candidate must have strong Emotional Quotient (EQ) skills and be able to relate to and communicate with the client, the Fortis Construction Pte. Ltd. team, subcontractors of all tiers, vendors and immediately establish trust and confidence in his/her ability. Requirements Work intensively with the Fortis Construction Pte. Ltd. Virtual Design & Construction (VDC) team to coordinate all the civil trade work with other trades. Develop a comprehensive understanding of the contract documents (drawings and specifications), phasing plans, Architectural systems interrelationships, construction sequencing and project schedule. Facilitate problem solving, as may arise, between structural, architectural, mechanical, electrical and CSA subcontractors during construction. Work closely with the CSA Construction Manager to lead the architectural subcontractor installation drawing approval process between the Architectural subcontractor, Resident Engineer, Resident Technical Officer, Accredited Checker, and the Local Authority having Jurisdiction, and Assist in the receipt and review of all Structural submittals. Log and post all architectural changes and as-built information on field drawings. Provide such information to VDC team so such information can be incorporated into the final virtual model. Ensure all information is current and communicated with Architectural/project team. Interface with the Fortis Construction Pte. Ltd. Owner Furnished Equipment (OFE) manager for all client provided equipment. Liaison with the Civil, Structural & Architectural engineering consultant, supervisory engineers, Inspectors and relevant staff. Implement the Fortis Construction Pte. Ltd. cloud-based QA/QC program for the Structural scope of work. Ensure that the Architectural Subcontractors adheres to relevant Quality documentation/records. Assist in the testing and commissioning of architectural equipment. ","FORTIS CONSTRUCTION PTE LTD is an employee-owned general contractor committed to making an impact—through the built environments we deliver and the relationships we build in the process. The firm adds value to each construction project with specialized services including accurate estimating, value analyses, constructability review, construction management, in-house MEP and 3D modeling resources, sustainability expertise and integrated commissioning. Dedicated to the markets of healthcare, education, commercial offices and mission-critical facilities, we have the resources to provide the highest level of quality for projects ranging from tenant improvements of less than $100,000 to large projects of more than $1 billion.","OCEAN FINANCIAL CENTRE, 10 COLLYER QUAY 049315",Professional,"Permanent, Full Time",Building and Construction,12 applications,Posted 22 Jan 2019,Closing on 21 Feb 2019,Monthly,"$3,500-$10,000"
102,Software Engineer - Java,EMSON SYSTEMS (S) PTE. LTD.,"Roles & Responsibilities1. Analysis, design, code, modify, test, correct and document new and existing programs using assigned languages, tools and coding conventions.   2. Analyze the program specification to produce all testing condition and produce test data based on identified test conditions.   4. Prepare the needed test data for performing the various tests, eg stress test, regression test, performance test etc.   5. Prepare and maintain program and system documentation.   6. Assist in establishing file structures and processing logic requirements.   7. Produce deliverables according to departmental standards and procedures.   8. Assist project leaders in the study and design of application systems and work coordination, project management and user training work.   9. Troubleshooting and supporting end-users in the implementation and maintenance of application systems.   10. Participate in Disaster Recovery activities eg simulation exercises at disaster recovery site.   11. Learn / pick up new programming skills related to system development and maintenance as assigned by the supervisors.   12. Any other tasks related to system development and maintenance as may be assigned by the supervisors.RequirementsQualifications   Degree / Diploma with a minimum of 3 years of hands-on experience in Java / J2EE Application Development.   Experience & Skills    At least 3 years Java / J2EE Technology experience in developing Internet / Intranet Web Applications.  Hands-on proficient experience in Core Java (related to Web Technologies classes), JSP, JSF, Servlets, Java Beans, Java Script, SQL, EJB, Session Management, Messaging, JDBC, HTML in J2EE Standard.  Hands-on experience in Design Patterns such as Singleton, Service Locator, Business Delegate, DAO, DTO and Session Facade. At least 1 year of experience in coding programs using Node.js and Mongo DB.  Good Object oriented programming experience with analytical and communication skills and able to deal effectively end-users at all level. Good communication and written skills.  Interested candidates send us your resume as an e-mail to hr@emson.com.sg and mention in the subject Software Engineer – Java.   CONTACT INFORMATION  EMSON Systems (S) Pte. Ltd 8, Burn Road #15-03, Trivex Singapore 369 977. Tel: 6509 5459 Fax: 6509 3701 Website: www.emson.com.sg Email Id: hr@emson.com.sg","Company Overview
Established in 2014, EMSON Systems (S) Pte. Ltd. (EMSON) is a Software Consultancy and Solution Provider in the Information Technology Industry.
EMSON focuses on capitalizing on its expertise in the areas of:
IT Consulting Service
Software Development
Application Support / Application Maintenance
EMSON has it’s Corporate Office in Singapore.
EMSON management efforts and dedicated quality and cost-effective service EMSON have fulfilled all customer’s needs up to their satisfaction.
Currently, EMSON is working with Housing & Development Board (HDB), Singapore, Singapore Press Holdings Ltd (SPH), Wincor Nixdorf Pte Ltd (Wincor), Singapore and National Kidney Foundation (NKF).
EMSON goal is to focus, concentrate and continuously improve on providing their best quality Services and Solutions to their customers with cost effectiveness and time.","TRIVEX, 8 BURN ROAD 369977",Non-executive,"Contract, Full Time",Information Technology,3 applications,Posted 22 Jan 2019,Closing on 21 Feb 2019,Monthly,"$3,500-$5,300"
103,Structural Coordinator,FORTIS CONSTRUCTION PTE. LTD.,"Roles & ResponsibilitiesReporting to the Structural Construction Manager, the candidate will be accountable for insuring the work required such as submittals, RFI’s, coordination drawings, updating documents, etc are complete, ready and approved for Structural Subcontractors to perform their scope of work in the strictest of compliance to the contract documents.  This role is focused on working with the Structural Construction Manager who is managing the Structural Subcontractor field operations and installation details for a large complex data center project, having stringent technical requirements. It is expected the candidate will be a very detailed individual with previous experience working as an Structural Coordinator on data center projects and or other complex technical projects.  There will be a significant amount of “hands on” work coordinating approved design documents and insuring installed work in the field are in compliance with such documents.  The candidate must have strong Emotional Quotient (EQ) skills and be able to relate to and communicate with the client, the Fortis Construction Pte. Ltd. team, subcontractors of all tiers, vendors and immediately establish trust and confidence in his/her ability. Requirements Work intensively with the Fortis Construction Pte. Ltd. Virtual Design & Construction (VDC) team to coordinate all the Structural trade work with other trades. Develop a comprehensive understanding of the contract documents (drawings and specifications), phasing plans, Structural systems interrelationships, construction sequencing and project schedule. Facilitate problem solving, as may arise, between structural, architectural, mechanical, electrical and CSA subcontractors during construction. Work closely with the Structural Construction Manager to lead the Structural subcontractor installation drawing approval process between the Structural subcontractor, Resident Engineer, Resident Technical Officer, Accredited Checker, and the Local Authority having Jurisdiction, and Assist in the receipt and review of all Structural submittals. Log and post all Structural changes and as-built information on field drawings. Provide such information to VDC team so such information can be incorporated into the final virtual model. Ensure all information is current and communicated with Structural/project team. Interface with the Fortis Construction Pte. Ltd. Owner Furnished Equipment (OFE) manager for all client provided equipment. Liaison with the Structural engineering consultant, supervisory engineers, Inspectors and relevant staff. Implement the Fortis Construction Pte. Ltd. cloud-based QA/QC program for the Structural scope of work. Ensure that Structural Subcontractors adheres to relevant Quality documentation/records. Assist in the testing and commissioning of Structural equipment. ","FORTIS CONSTRUCTION PTE LTD is an employee-owned general contractor committed to making an impact—through the built environments we deliver and the relationships we build in the process. The firm adds value to each construction project with specialized services including accurate estimating, value analyses, constructability review, construction management, in-house MEP and 3D modeling resources, sustainability expertise and integrated commissioning. Dedicated to the markets of healthcare, education, commercial offices and mission-critical facilities, we have the resources to provide the highest level of quality for projects ranging from tenant improvements of less than $100,000 to large projects of more than $1 billion.",,Professional,"Permanent, Full Time","Building and Construction, Engineering",17 applications,Posted 22 Jan 2019,Closing on 21 Feb 2019,Monthly,"$3,500-$10,000"
104,Office Coordinator,KMS LINES (SINGAPORE) PTE. LTD.,"Roles & Responsibilities To assist in coordinating jobs given in related to shipping be in paperworks or communication skill Keying data into in house computer software RequirementsMust be pleasant, self motivated and cheerful. Multi-tasker to take different role to accomplist job given. Mist have computer knowledge in Microsoft Words and Excel. Good communication skills and positive attitude.  ",Import and Export Freight Services International,"WIS@CHANGI, 116 CHANGI ROAD 419718","Fresh/entry level, Non-executive, Junior Executive",Full Time,Admin / Secretarial,14 applications,Posted 22 Jan 2019,Closing on 21 Feb 2019,Monthly,"$1,600-$2,000"
105,Medical Writer,KANTAR SINGAPORE PTE. LTD.,"Roles & ResponsibilitiesKantar Health Shaping the future of global healthcare   Medical Writer Singapore   This position will require you to employ scientific knowledge and writing skills to effectively and clearly communicate technical medical science information in writing. There will be a focus on scientific medical writing, which includes medical studies, drug trials and regulatory documents as well as marketing medical writing, which includes news releases and advertising copy for a wider audience.     A leading global healthcare consultancy, we help our clients differentiate their brands, identify new opportunities and improve the world’s health. The catalyst behind tomorrow’s healthcare products and services, we blend research expertise with clinical knowledge and marketing and commercial know-how. Join us at Kantar Health and you’ll be part of 30,000 colleagues and 9 world leading research, data and insight brands at Kantar. At the heart of WPP, our unique consumer insight inspires clients to flourish in an extraordinary world.     Key Outcomes:  Work with clinical teams and clients to understand the nature of the scientific work that needs to be covered. Conduct comprehensive literature searches to enhance background understanding and evaluate and analyze the information to be covered in the writing. Compile, write, and edit medical writing deliverables covering all phases of clinical research for submission to regulatory agencies. Write scientific copy for a broader audience, including scientific liaisons, healthcare professionals, and pharmaceutical representatives. Ensure that all deliverables are in accordance with regulations, standards, and guidelines. Write summaries and maintain files on informative medical and scientific journal articles. RequirementsKey Capabilities:  At least 5 years working experience in medical writing. Evidenced by work done in current / past roles as a writer. Familiarity with principles of Clinical Research Ability to interpret and present clinical data and other complex information Knowledge of Healthcare Industry is an advantage. Thorough understanding of FDA and ICH regulations and guidelines is an advantage A strong communicator with meticulous attention to detail      At Kantar we have an integrated way of rewarding our people based around a simple, clear and consistent set of principles. Our approach helps to ensure we are market competitive and also to support a pay for performance culture, where your reward and career progression opportunities are linked to what you deliver.    We go beyond the obvious, using intelligence, passion and creativity to inspire new thinking and shape the world we live in. Apply for a career that’s out of the ordinary and join us.   At Kantar, the diversity of our employees provides a richer environment for our employees and broader depth and breadth of thinking for our clients.  Kantar is committed to inclusion and diversity, therefore we welcome applications from all sections of society and do not discriminate on the basis of age, race, religion, gender, pregnancy, sexual orientation, gender identity, disability, marital status or any other legally protected characteristics.   PRIVACY DISCLOSURE: Please note that by applying to this opportunity you consent to the personal data you provide to us to be processed and retained by The Kantar Group Limited (“Kantar”). Your details will be kept on our Internal ATS (Applicant Tracking System) for as long as is necessary for the purposes of recruitment, which may include your details being shared with the hiring manager(s) and for consideration for potential future opportunities by Kantar and its affiliate Kantar group companies. For full details of our privacy policy please visit www.kantar.com.","TAYLOR NELSON SOFRES SINGAPORE PTE LTD
Taylor Nelson Sofres Singapore Pte Ltd (TNS) delivers precise plans to help our clients grow. TNS is part of Kantar, one of the world‘s largest insight, information and consultancy groups, enabling them to make more effective decisions. With a presence in over 80 countries, TNS has more conversations with the world’s consumers than anyone else and understands individual human behaviours and attitudes across every cultural, economic and political region of the world.
TNS provides a full range of marketing research services, specializing in the conduct of complex multi-country research programs across Asia Pacific and beyond
Careers in Market Research at TNS
A career in marketing research is not just about data research and analysis. Marketing is actually a critical link function between product development, brand success and year on year business growth. Across the TNS Global companies, we aim to provide our clients with actionable insights, providing information and advice to give them a compelling competitive edge. We offer trends and futures consulting, brand, consumer and category management, qualitative and quantitative research, innovative product development and much, much more. We work in partnership with our clients to unlock new potential for business growth and our specialist focus areas allow us to drill deep down to find the solutions which work best for them. 
Research in TNS is an exciting place to be – working with globally recognized brands to build and enhance their reputation and success.
Let’s Join Us!
Reasons to join us
Good location – We are located at the central of Singapore
5-days work week
Working hours – 9.30am to 6.00pm
Young and energetic work environment
Comprehensive Insurance and Healthcare Benefits
Flexi Reimbursement Plan
Birthday Allowance
More for you to discover",50 SCOTTS ROAD 228242,Senior Executive,Full Time,Others,4 applications,Posted 22 Jan 2019,Closing on 21 Feb 2019,Monthly,"$5,500-$6,500"
106,Motor Claims Admin,OPTIMA WERKZ PTE. LTD.,"Roles & ResponsibilitiesAs a  Motor Claims Admin, you will be responsible in handling the paperwork for any motor insurance claims including and not limited to liaising with the insurance company and submission of all relevant documentations as required. This position involves data entry and handling of customers and documents on a daily basis.RequirementsApplicants are expected to be pro-active in handling of customers and their claims professionally till claim completion. Applicants with past experience in the motor insurance field will be an advantage. ",OPTIMA WERKZ PTE. LTD.,"ALEXANDRA INDUSTRIAL ESTATE, 6 KUNG CHONG ROAD 159143",Non-executive,Full Time,"Admin / Secretarial, Insurance",2 applications,Posted 22 Jan 2019,Closing on 21 Feb 2019,Monthly,"$2,200-$2,500"
107,Shipping Coordinator  /  /  5 Days  /  /  Tanjong Pagar Road  /  /  2200-2700  /  /  Import & Export,THE SUPREME HR ADVISORY PTE. LTD.,Roles & ResponsibilitiesJob description:  - doing data entry for export documentation of freight forwarding company. - Need to liaise with customers & attending to agents email.RequirementsRequirements: -0-2 yrs experience in export documentation data entry clerk for freight forwarding company.,"THE SUPREME HR ADVISORY PTE. LTD.
Here at The Supreme HR Advisory, we pride ourselves on being a vibrant recruitment firm with strong Southeast Asia standing. We believe in customizing our services to cater to your unique needs. We are dedicated, enthusiastic and we take innovative approaches in customizing our services. Our depth of experience enables us to understand each industry’s challenges and provide expert advice on hiring requirements. Our goal is to leverage local knowledge and global expertise to deliver high-quality candidates specifically matched to the requirements of each of our clients worldwide.","AZ @ PAYA LEBAR, 140 PAYA LEBAR ROAD 409015",Fresh/entry level,"Permanent, Full Time",Logistics / Supply Chain,6 applications,Posted 22 Jan 2019,Closing on 21 Feb 2019,Monthly,"$2,200-$2,700"
108,Material Assistant  /  /  Carry Stock  /  /  1800  /  /  Bedok MRT  /  /  5 Days  /  /  Warehouse  /  /  Purchasing,THE SUPREME HR ADVISORY PTE. LTD.,Roles & ResponsibilitiesJob Duties :   Process purchasing orders and handle physical supply order placement to meet production demand for designated inter-plant(s).   Enter GRN for designated item groupings.  Work closely with external warehouse to monitor flow and storage of goods.   Prepare inventory data compilation.Requirementsneed carry stock*,"THE SUPREME HR ADVISORY PTE. LTD.
Here at The Supreme HR Advisory, we pride ourselves on being a vibrant recruitment firm with strong Southeast Asia standing. We believe in customizing our services to cater to your unique needs. We are dedicated, enthusiastic and we take innovative approaches in customizing our services. Our depth of experience enables us to understand each industry’s challenges and provide expert advice on hiring requirements. Our goal is to leverage local knowledge and global expertise to deliver high-quality candidates specifically matched to the requirements of each of our clients worldwide.","AZ @ PAYA LEBAR, 140 PAYA LEBAR ROAD 409015","Fresh/entry level, Junior Executive","Permanent, Full Time",Logistics / Supply Chain,0 application,Posted 22 Jan 2019,Closing on 21 Feb 2019,Monthly,"$1,800-$2,200"
109,"Accounts  Officer (3-6 months contract, Science Park, $2500-2800)",MACHSPEED HUMAN RESOURCES PTE. LTD.,"Roles & ResponsibilitiesAccounts  Officer (3-6 months contract, Science Park, $2500-2800) Company is an established shipping company located in Science Park, they need an additional headcount to work on contractual basis for the next 3-6 months Job Responsibilities:-  Reporting to the Accountant, he/she will perform data entry and invoicing using UBS accounting system Assist in month end reporting and support day-to-day finance operations / bank reconciliation / keying and checking of journal entries Handle administrative duties of finance team   RequirementsJob Requirements:-  Possess a recognised Diploma / Degree in Accountancy Able to start work immediately and commit to work for next 3-6 months  (Contract is convertible to permanent)  Able to use UBS accounting system will be advantageous (but not a must) Work location: Science Park 5 days’ work week (Mon to Fri 9.00 am to 6.00 pm) Able to work overtime during closing (for a few days) Salary: S$2500-2800 per month  We thank you for your interest in this position, applicants with relevant experience please send Microsoft word resume with expected salary to apply@machspeed.com.sg for faster processing, alternatively, please visit https://www.facebook.com/MachspeedHR for more jobs available, thank you. You may also call +6563362530 (Look for BingCheng) to find out more Thank you very much.            Agency License No. 12C6200 EA Registration No: R1437671","The consultants at Machspeed Human Resources Pte Ltd have a passion to assist people in finding a career they desire. We formed a group endeavor to being the leader in the human resource solutions industry providing superior customer service and prompt responsiveness to both our clients and candidates.
Go to our website www.machspeed.com.sg to find out more about us or email us hr@machspeed.com.sg with your your resume now!
   ","GOLDEN WALL CENTRE, 89 SHORT STREET 188216",Executive,Permanent,Accounting / Auditing / Taxation,0 application,Posted 22 Jan 2019,Closing on 21 Feb 2019,Monthly,"$2,500-$2,800"
110,"Production Planner (5 days, Clementi,  $1800-2000)",MACHSPEED HUMAN RESOURCES PTE. LTD.,"Roles & ResponsibilitiesProduction Planner (5 days, Clementi,  $1800-2000)  Attractive remuneration package Medical benefits  Job responsibilities:-  Responsible for daily department data entry, compiling of reports Print necessary labels Purchase of raw materials and monitor the stock level Participate in stock take session Immediate response to supervisor for any defects of the products Covering production line leader duties when it is needed Support in production planning base on the weekly/monthly plan Provide guidance to junior staff Ad-hoc assignments assigned by the management   RequirementsJob requirements:-  Minimum GCE ‘O’ Level with at least 2 years of working experience in production industry Experience in production planning/purchasing will be an added advantage Salary range: $1800-2000 Transport allowance: $110 Working hours: 8am – 5.30pm, Mondays to Fridays(May require to perform OT)   Proficient in MS Office  We thank you for your interest in this position, applicants with relevant experience please send Microsoft word resume with expected salary to apply@machspeed.com.sg for faster processing, alternatively, please visit https://www.facebook.com/MachspeedHR for more jobs available, thank you. You may also call +6563362530 (Look for BingCheng) to find out more Thank you very much.        Agency License No. 12C6200 EA Registration No: R1437671","The consultants at Machspeed Human Resources Pte Ltd have a passion to assist people in finding a career they desire. We formed a group endeavor to being the leader in the human resource solutions industry providing superior customer service and prompt responsiveness to both our clients and candidates.
Go to our website www.machspeed.com.sg to find out more about us or email us hr@machspeed.com.sg with your your resume now!
   ","GOLDEN WALL CENTRE, 89 SHORT STREET 188216",Junior Executive,Permanent,"Admin / Secretarial, Manufacturing",0 application,Posted 22 Jan 2019,Closing on 21 Feb 2019,Monthly,"$1,800-$2,000"
111,"Cybersecurity Manager, Advisory, Singapore",ERNST & YOUNG ADVISORY PTE. LTD.,"Roles & ResponsibilitiesCyber threats, social media, massive data storage, privacy requirements and continuity of the business as usual require heavy information security measures. As an information security specialist, you will lead the implementation of security solutions for our clients and support the clients in their desire to protect the business.   The opportunity   You will belong to an international connected team of specialists helping our clients with their most complex information security needs and contributing toward their business resilience.   As a cybersecurity consultant, you will work with a team of cyber security experts to implement security solutions for our clients and support the clients in their desire to protect the business. You will belong to an international connected team of specialists helping our clients with their most complex information security needs and contributing toward their business resilience.   We will support you with career-long training and coaching to develop your skills. As EY is a global leading service provider in this space, you will be working with the best of the best in a collaborative environment. So whenever you join, however long you stay, the exceptional EY experience lasts a lifetime.     Your key responsibilities   This is a role where no two days are the same – so you’ll find yourself taking on plenty of new responsibilities as you go. You’ll work alongside clients and colleagues, balancing your time between developing security strategies, advising stakeholders, providing workshops and supporting business development. If you’re flexible and ready to adapt to a constantly changing environment, there’s no better place to develop your skills. Since you’ll be working directly with clients, some travel will be required.     Skills and attributes for success  Perform IT security assessments for clients (e.g. security risk assessments, IT network infrastructure reviews, system technical configurations review, information security policies and processes/procedures review etc.) Evaluate and analyze threat, vulnerability, impact and risk to security issues discovered from security assessments Advise clients on the security issues, including explanation on the technical details and how they can remediate the vulnerabilities in the processes and controls Consistently deliver quality client services and manage expectations of client service delivery. Drive high-quality work products within expected timeframes and on budget. Monitor progress, manage risk and ensure key stakeholders are kept informed about progress and expected outcomes. Stay abreast of current business and industry trends relevant to the client's business. Develop and maintain long-term relationships and networks with clients and internal EY stakeholders Demonstrate deep technical capabilities and professional knowledge. Possess in depth business acumen and demonstrate ability to quickly assimilate to new knowledge. Remain current on new developments in advisory services capabilities and industry knowledge. RequirementsTo qualify for the role you must have:  A recognized university degree in Computer Science, Computer/Electrical Engineering, Information Technology or equivalent, together with at least 5 years of relevant experience. Knowledge in penetration testing, programming, networks and operating systems would be an added advantage Strong interest in the field of information security Creative, independent with good problem solving skills Strong analytical, interpersonal, communication and writing skills Willingness to travel on overseas assignment as the need arises    Ideally, you’ll also have  Professional certifications such as GIAC Penetration Tester (GPEN), Certified Information Systems Auditor (CISA) and / or Certified Information Systems Security Professional (CISSP), Certified Information Security Manager (CISM), ISO27001, OSCP, CREST    What we look for Highly motivated individuals with excellent problem-solving skills and the ability to prioritize shifting workloads in a rapidly changing industry. An effective communicator, you’ll be a confident leader equipped with strong people management skills and a genuine passion to make things happen in a dynamic organization.   What working at EY offers We offer a competitive compensation package where you’ll be rewarded based on your performance and recognized for the value you bring to our business. We also offer you:  Support, coaching and feedback from some of the most engaging colleagues around Opportunities to develop new skills and progress your career The freedom and flexibility to handle your role in a way that’s right for you      About EY As a global leader in assurance, tax, transaction and advisory services, we’re using the finance products, expertise and systems we’ve developed to build a better working world. That starts with a culture that believes in giving you the training, opportunities and creative freedom to make things better. Whenever you join, however long you stay, the exceptional EY experience lasts a lifetime. And with a commitment to hiring and developing the most passionate people, we’ll make our ambition to be the best employer by 2020 a reality.   If you can confidently demonstrate that you meet the criteria above, please contact us as soon as possible. Join us in building a better working world. Apply now.","EY is a global professional services organisation providing advisory, assurance, tax and transaction services. We are committed to doing our part in building a better working world for our people, our clients and our communities. And we are united by our shared values and a dedication to delivering exceptional client service.",1 RAFFLES QUAY 048583,Manager,Permanent,Information Technology,2 applications,Posted 22 Jan 2019,Closing on 21 Feb 2019,Monthly,"$6,000-$12,000"
112,"Cybersecurity Senior Associate, Advisory, Singapore",ERNST & YOUNG ADVISORY PTE. LTD.,"Roles & ResponsibilitiesCyber threats, social media, massive data storage, privacy requirements and continuity of the business as usual require heavy information security measures. As an information security specialist, you will lead the implementation of security solutions for our clients and support the clients in their desire to protect the business. The opportunity You will belong to an international connected team of specialists helping our clients with their most complex information security needs and contributing toward their business resilience. As a cybersecurity consultant, you will work with a team of cyber security experts to implement security solutions for our clients and support the clients in their desire to protect the business. You will belong to an international connected team of specialists helping our clients with their most complex information security needs and contributing toward their business resilience. We will support you with career-long training and coaching to develop your skills. As EY is a global leading service provider in this space, you will be working with the best of the best in a collaborative environment. So whenever you join, however long you stay, the exceptional EY experience lasts a lifetime.RequirementsYour key responsibilities This is a role where no two days are the same – so you’ll find yourself taking on plenty of new responsibilities as you go. You’ll work alongside clients and colleagues, balancing your time between developing security strategies, advising stakeholders, providing workshops and supporting business development. If you’re flexible and ready to adapt to a constantly changing environment, there’s no better place to develop your skills. Since you’ll be working directly with clients, some travel will be required. Responsibilities:    Perform IT security assessments for clients (e.g. security risk assessments, IT network infrastructure reviews, system technical configurations review, information security policies and processes/procedures review etc.)   Evaluate and analyze threat, vulnerability, impact and risk to security issues discovered from security assessments   Advise clients on the security issues, including explanation on the technical details and how they can remediate the vulnerabilities in the processes and controls     To qualify for the role you must have   A recognized university degree in Computer Science, Computer/Electrical Engineering, Information Technology or equivalent,   At least two complete years of relevant experience   Knowledge in security controls,, networks and operating systems would be an added advantage   Experience in leading teams on projects would be an added advantage   Strong interest in the field of cybersecurity   Creative, independent with good problem solving skills   Excellent communicator with strong analytical, interpersonal and writing skills   Willingness to travel on overseas assignment as the need arises     Ideally, you’ll also have   Professional certifications such as GIAC Penetration Tester (GPEN), Certified Information Systems Auditor (CISA) and / or Certified Information Systems Security Professional (CISSP), Certified Information Security Manager (CISM), ISO27001, OSCP, CREST     What we look for Highly motivated individuals with excellent problem-solving skills and the ability to prioritize shifting workloads in a rapidly changing industry. An effective communicator, you’ll be a confident team player that collaborates with people from various teams while looking to develop your career in a dynamic organization.   What working at EY offers We offer a competitive compensation package where you’ll be rewarded based on your performance and recognized for the value you bring to our business. We also offer you:   Support, coaching and feedback from some of the most engaging colleagues around   Opportunities to develop new skills and progress your career   The freedom and flexibility to handle your role in a way that’s right for you     About EY As a global leader in assurance, tax, transaction and advisory services, we’re using the finance products, expertise and systems we’ve developed to build a better working world. That starts with a culture that believes in giving you the training, opportunities and creative freedom to make things better. Whenever you join, however long you stay, the exceptional EY experience lasts a lifetime. And with a commitment to hiring and developing the most passionate people, we’ll make our ambition to be the best employer by 2020 a reality.   If you can confidently demonstrate that you meet the criteria above, please contact us as soon as possible. Join us in building a better working world. Apply now.","EY is a global professional services organisation providing advisory, assurance, tax and transaction services. We are committed to doing our part in building a better working world for our people, our clients and our communities. And we are united by our shared values and a dedication to delivering exceptional client service.",1 RAFFLES QUAY 048583,Junior Executive,Permanent,"Consulting , Information Technology",3 applications,Posted 22 Jan 2019,Closing on 21 Feb 2019,Monthly,"$4,100-$8,200"
113,"Cybersecurity Associate, Advisory, Singapore",ERNST & YOUNG ADVISORY PTE. LTD.,"Roles & ResponsibilitiesCyber threats, social media, massive data storage, privacy requirements and continuity of the business as usual require heavy information security measures. As an information security specialist, you will lead the implementation of security solutions for our clients and support the clients in their desire to protect the business. The opportunity You will belong to an international connected team of specialists helping our clients with their most complex information security needs and contributing toward their business resilience. As a cybersecurity consultant, you will work with a team of cyber security experts to implement security solutions for our clients and support the clients in their desire to protect the business. You will belong to an international connected team of specialists helping our clients with their most complex information security needs and contributing toward their business resilience. We will support you with career-long training and coaching to develop your skills. As EY is a global leading service provider in this space, you will be working with the best of the best in a collaborative environment. So whenever you join, however long you stay, the exceptional EY experience lasts a lifetime.RequirementsYour key responsibilities This is a role where no two days are the same – so you’ll find yourself taking on plenty of new responsibilities as you go. You’ll work alongside clients and colleagues, balancing your time between developing security strategies, advising stakeholders, providing workshops and supporting business development. If you’re flexible and ready to adapt to a constantly changing environment, there’s no better place to develop your skills. Since you’ll be working directly with clients, some travel will be required. Responsibilities:    Perform IT security assessments for clients (e.g. security risk assessments, IT network infrastructure reviews, system technical configurations review, information security policies and processes/procedures review etc.)   Evaluate and analyze threat, vulnerability, impact and risk to security issues discovered from security assessments   Advise clients on the security issues, including explanation on the technical details and how they can remediate the vulnerabilities in the processes and controls     To qualify for the role you must have   A recognized university degree in Computer Science, Computer/Electrical Engineering, Information Technology or equivalent,   At least one year of relevant experience   Knowledge in security controls,, networks and operating systems would be an added advantage   Experience in leading teams on projects would be an added advantage   Strong interest in the field of cybersecurity   Creative, independent with good problem solving skills   Excellent communicator with strong analytical, interpersonal and writing skills   Willingness to travel on overseas assignment as the need arises     Ideally, you’ll also have   Professional certifications such as GIAC Penetration Tester (GPEN), Certified Information Systems Auditor (CISA) and / or Certified Information Systems Security Professional (CISSP), Certified Information Security Manager (CISM), ISO27001, OSCP, CREST     What we look for Highly motivated individuals with excellent problem-solving skills and the ability to prioritize shifting workloads in a rapidly changing industry. An effective communicator, you’ll be a confident team player that collaborates with people from various teams while looking to develop your career in a dynamic organization.   What working at EY offers We offer a competitive compensation package where you’ll be rewarded based on your performance and recognized for the value you bring to our business. We also offer you:   Support, coaching and feedback from some of the most engaging colleagues around   Opportunities to develop new skills and progress your career   The freedom and flexibility to handle your role in a way that’s right for you     About EY As a global leader in assurance, tax, transaction and advisory services, we’re using the finance products, expertise and systems we’ve developed to build a better working world. That starts with a culture that believes in giving you the training, opportunities and creative freedom to make things better. Whenever you join, however long you stay, the exceptional EY experience lasts a lifetime. And with a commitment to hiring and developing the most passionate people, we’ll make our ambition to be the best employer by 2020 a reality.   If you can confidently demonstrate that you meet the criteria above, please contact us as soon as possible. Join us in building a better working world. Apply now.","EY is a global professional services organisation providing advisory, assurance, tax and transaction services. We are committed to doing our part in building a better working world for our people, our clients and our communities. And we are united by our shared values and a dedication to delivering exceptional client service.",1 RAFFLES QUAY 048583,Junior Executive,Permanent,"Consulting , Information Technology",1 application,Posted 22 Jan 2019,Closing on 21 Feb 2019,Monthly,"$3,000-$6,000"
