,title,company,description,company_overview,location,role,hours,industry,applications,posted,closing,salary_type,salary
355,Senior Manager,Company Undisclosed,"Roles & ResponsibilitiesThe Manager/Senior Manager uses data analytics and determines new strategies to make production processes more efficient to meet organisation's goals. He/She establishes, implements and manages projects to meet operational objectives. He/She manages his/her team resources and balances between production requirement and manpower resources to ensure organisation's sustainability. He/She integrates quality principles and methodology to enhance engineering performance within the organisation.In addition the Manager/Senior Manager evaluates the organisation’s approach towards a lean enterprise and uses data analytics for business insights identification. He/She drives innovation practices in the organisation and review manufacturing processes to reduce working capital and optimize inventory levels.As a people manager, the Manager oversees manpower, financial, training and resource planning deployment within the organisation. He displays a high level of organisational awareness and leadership skills by working in a consultative manner with other departments/sections within the organisation.Requirements ~ Analyse data for business insights identification. ~ Analyse production efficiencies. ~ Conduct interviews and make hiring decisions. ~ Determine priorities dynamically and set planning assumptions for work in progress levels by product, cycle time and yield. ~ Develop On-the-job training programme. ~ Develop workplace learning plan. ~ Evaluate organisations approach towards a lean enterprise. ~ Evaluate the sustainability of manufacturing process by preparing rough cut capacity plans. ~ Evaluate workplace safety and health management system for compliance and improvement. ~ Improve operation planning through use of big data and advanced analytics modelling. ~ Integrate quality principles and methodology to enhance engineering performance. ~ Lead change management in the organisation. ~ Manage balance between production requirement and manpower resources. ~ Manage innovation practises in organisation. ~ Manage manufacturing key metrics including loading, performance to commitments, on time delivery and bottlenecks. ~ Manage material requirements planning taking into account the sales forecast, production plan and production capacity. ~ Resolve workplace grievances and disputes. ~ Review manufacturing processes to reduce working capital and optimise inventory levels.",,,Senior Management,Full Time,F&B,6 applications,Posted 04 Jan 2019,Closing on 03 Feb 2019,Monthly,"$5,000-$7,000"
356,Manager,Company Undisclosed,"Roles & ResponsibilitiesThe Manager/Senior Manager uses data analytics and determines new strategies to make production processes more efficient to meet organisation's goals. He/She establishes, implements and manages projects to meet operational objectives. He/She manages his/her team resources and balances between production requirement and manpower resources to ensure organisation's sustainability. He/She integrates quality principles and methodology to enhance engineering performance within the organisation.In addition the Manager/Senior Manager evaluates the organisation’s approach towards a lean enterprise and uses data analytics for business insights identification. He/She drives innovation practices in the organisation and review manufacturing processes to reduce working capital and optimize inventory levels.As a people manager, the Manager oversees manpower, financial, training and resource planning deployment within the organisation. He displays a high level of organisational awareness and leadership skills by working in a consultative manner with other departments/sections within the organisation.Requirements ~ Analyse data for business insights identification. ~ Analyse production efficiencies. ~ Conduct interviews and make hiring decisions. ~ Determine priorities dynamically and set planning assumptions for work in progress levels by product, cycle time and yield. ~ Develop On-the-job training programme. ~ Develop workplace learning plan. ~ Evaluate organisations approach towards a lean enterprise. ~ Evaluate the sustainability of manufacturing process by preparing rough cut capacity plans. ~ Evaluate workplace safety and health management system for compliance and improvement. ~ Improve operation planning through use of big data and advanced analytics modelling. ~ Integrate quality principles and methodology to enhance engineering performance. ~ Lead change management in the organisation. ~ Manage balance between production requirement and manpower resources. ~ Manage innovation practises in organisation. ~ Manage manufacturing key metrics including loading, performance to commitments, on time delivery and bottlenecks. ~ Manage material requirements planning taking into account the sales forecast, production plan and production capacity. ~ Resolve workplace grievances and disputes. ~ Review manufacturing processes to reduce working capital and optimise inventory levels.",,,Manager,Full Time,Admin / Secretarial,4 applications,Posted 04 Jan 2019,Closing on 03 Feb 2019,Monthly,"$5,000-$7,000"
357,Talent Director,Company Undisclosed,"Roles & ResponsibilitiesLeadership Talent Identification - Build a solid talent pipeline to ensure an effective succession in Executive roles, while increasing the participation of ‘APAC-homed’ leaders - Contribute to Corporate efforts to keep the organisation's Leadership attributes framework relevant for today and tomorrow’s business and talent challenges - Design and implement new models for early identification of leadership potential in APAC - Engage HR APAC community to use new models and enlarge their views on potential Leadership Talent Development - Shape and implement strategies that help develop and retain high-potential employees - Engage APAC HR and business leaders to allow leaders/leaders-to-be to take stretch assignments - Contribute to leaders/future leaders movements across geographies, within and beyond APAC - Expand leadership development to create agile leaders who can handle continuous change Coaching and Support - Coach leaders & future leaders to guide their reflection on professional and self development - Support leaders during challenging times, through developmental coaching conversations - Promote diversity, inclusion and empowerment, at all levels of leadership in the organization Data-driven Talent Decision Making - Practice and promote the use of data to underpin talent decisions - Contribute to the development/deployment of new tools to capture feedback - Design and implement fact-based processes to identify talent, in people who do not aspire to lead, yet contribute to the greatness of the organization Agile Organizations - Building/Transformation - Provide support to leaders as they take their organization through high-impact transformations - Assist business leaders in shaping, staffing and implementing new agile organizations that are geographically decentralised, and embedded in business ecosystems - Adapt HR processes incl. Performance management and Reward & Remuneration, as needed to accommodate the needs of agile network organizations - Develop a culture of feedback to promote effective collaboration and drive customer-centricity in the new organizationsRequirements Masters Degree in Business & HR  10+years experience in various HR positions, including Generalist and Talent focused role    Demonstrated ability to work across cultural/geographic/business lines boundaries   Solid coaching educational background and practice in corporate settings   Conceptual thinking abilities, balanced with a willingness to step into operational matters   Excellent communication skills with a strong command of English   Strong business experience in both operational and functional capacities  ",,,Senior Management,Permanent,Human Resources ,30 applications,Posted 04 Jan 2019,Closing on 03 Feb 2019,Monthly,"$9,000-$13,000"
358,"Senior Specialist, Business Development",Company Undisclosed,"Roles & ResponsibilitiesObjectives: • Achieve membership targets in conjunction with sales • Build strategic partnerships and business development for the Japan market in key pillars of travel, fashion and lifestyle • Develop the global benefit across the world.  Job Description: • Identify and provide strategies to meet marketing objectives specifically for the aspirational and luxury marketing in Japan and global • Drive content for the membership and corporate website • Develop the product line of ecommerce website. • Create the prosses of new service. • Project manage member events for the Japan market • Achieve marketing objectives by recommending strategic plans and reviews with prior market research to support initiatives • Develop platform for data-driven marketing activities and programs. • Recognize marketing opportunities by identifying consumer/member requirements • Provide information by collecting, analysing, and summarizing data and trends. • Provide input for the global benefits program • Manage division budgets/sales forecasts • Establish and maintain good relationship with suppliers, sales agents and outsource companies. Long Term Goals • Build a team with minimum supervision and encourage and mentor them to own their projects. • Contribute to marketing effectiveness by identifying short-term and long-range issues that must be addressed. • Sustain rapport with Agents, Marketing / Business partners and anticipate new opportunities. • Prepare the annual marketing budget for Japan, track and keep spend within agreed budgets. • Strive to improve job knowledge by participating in trainings, maintain and expand personal networks and participate in marketing forums and conferences,RequirementsSkills and Experience: • Fluency in both Japanese and English • 8+ years in a marketing role, preferably with either a focus in digital marketing, social media, or E-commerce. Management. • Experience in luxury retail, lifestyle, hospitality or membership services a plus • Proven success in a fast-moving, fluid environment • Cross functional experience • Strong Communication skills (written, verbal and presentation) • Track record of managing successful integrated marketing campaigns from inception to completion both online and offline • Experience in membership, loyalty marketing, or customer acquisition a plus • Bachelor’s degree in marketing • Management experience preferred • Experience managing budgets preferred",,"ONE RAFFLES PLACE, 1 RAFFLES PLACE 048616",Professional,Full Time,"Marketing / Public Relations , Others",6 applications,Posted 04 Jan 2019,Closing on 03 Feb 2019,Monthly,"$5,000-$6,500"
359,Fuel Oil Trader,Company Undisclosed,Roles & ResponsibilitiesMonitoring world markets and following the financial news. Conducting trades either electronically or by phone; collating data on oil assets; and communicating the most important trades of the day to the relevant parties agreeing prices in their relevant products. Trading on Platts eWindow Physical and Paper Trading Understanding market structure for fuel oil Shore / Floating tankage experience (prior experience will be an added advantage)RequirementsMinimum Bachelor's degree in Finance and Marketing,,,Senior Executive,Full Time,General Management,48 applications,Posted 04 Jan 2019,Closing on 03 Feb 2019,Monthly,"$15,000-$15,000"
360,Head of Program Management,Company Undisclosed,"Roles & ResponsibilitiesHead of E2E Programme management for Africa, you will be responsible for change management, strategic thinking, programme management and IT/operations migration/transformation strategy. You will ensure that the business requirements are translated into system functionality that holds together coherently. You will be key to developing new processes and ways of working for Zambia and ensure that the country is well prepared for the implementation of the new systems and processes. You will be responsible for setting the in-country testing strategy and overseeing user acceptance of the new systems. Your key goals would include achieving straight through processing and zero cycle time for applications, as well as productivity efficiencies to handle significantly increased volumes of business. For all this you will stay technical, leading & providing the direction needed by teams across the stack to bring an end-to-end solution to life - digging into the complex but rewarding world of solving real problems for customers using the power of latest technologies like field force automation using mobility solutions, Data security/privacy using secure channels and encryption, AI/ML, digital assistants/chatbots, internet of things and using digital marketing strategies using technologies like AR/VR/MR.Requirements IT leadership experience in a global environment with proven track record of using innovation and emerging technologies to solve real world business problems saving significantly through increase in productivity, generating efficiencies through operations and new revenue streams. Experience leading an agile development organization and driving adoption of agile across IT, operations and business units. Experience in a federated structure with matrixed leadership responsibilities Demonstrated experience driving digital transformation and business growth through innovation and the best implementation/use of emerging technology in order to drive business growth through customer delight. Possesses solid knowledge in emerging technologies, and the ability to apply these in the service of the Zambia's key business goals. Experience leading complex, major change initiatives; demonstrated skills in change management. Experience building an enterprise level data analytics capability using Big data, AI/ML etc. Builder of strong technology vendor partnerships, and able to manage multiple vendor relationships to ensure the best performance and financial return. ",,,Professional,Permanent,Information Technology,22 applications,Posted 04 Jan 2019,Closing on 03 Feb 2019,Monthly,"$11,000-$16,000"
361,General Manager - Digital Contracting,Company Undisclosed,"Roles & ResponsibilitiesDaimler Financial Services (DFS) provides customers with a range of mobility options from financing and leasing to insurance and fleet management. The Digital Solution Centre (DSC) located in Singapore plays a pivotal role for DFS’s business development by driving digital adoption and innovation. The scope of the GM - Digital Contracting includes the following :   Development of a customer centric E signature product that supports off-line/ on-line sales channels and is the foundation of a Digital Lending Model Development of a customer centric Financial Services EKYC product that enables the Organization to authenticate a customer remotely and establish direct sales. Development of Optical Character recognition( OCR) enabling the Organization to transform into a paperless Operation thereby achieving DLM aspirational efficiencies. Development of Auto activation & disbursement models deployed across Regions thereby automating a key part of the Back Office. Development of an OCR ID system enabling the Dealer or Customer to upload data from government document into quotation tool enabling instant authentication & efficiencies. Responsible for Global scaling of E Contracting cross Regions utilizing chosen Safe agile methodology thereby reducing duplicate effort and costs. Change Request (CR) Management of products and systems relevant to the ‘Onboarding Contracting Team’ Management of Training and Accreditation programs jointly with markets to ensure competent and confident system users. Product Owner Team management, market digital engagement and driving digital culture change to promote an environment that is conducive to digitization, Agile / scrum working methodologies and customer centricity. Requirements MBA / Bachelor degree in business, marketing or related fields 5+ Years market experience on Senior Management level 5+ Years in digital innovation, UX / UI topics and seeing concepts and ideas through from ideation to validation In-depth understanding of digital customer journey Preferable IT qualification with an understanding of systems landscapes Proven track record in developing and implementing digital projects Project management experience with the ability to work independently with little supervision Strong interpersonal skills to interact and motivate diverse teams Experience with third party vendors & suppliers, e.g., in managing and coordinating them effectively Strong ability to communicate and reduce complex subjects to succinct information – in writing, verbally, and visually Ability to handle multiple complex initiatives at once, under multiple deadlines and with attention to detail. ",,,Middle Management,"Permanent, Full Time",General Management,11 applications,Posted 04 Jan 2019,Closing on 03 Feb 2019,Monthly,"$10,000-$16,000"
362,Senior Quantity Surveyor,Company Undisclosed,"Roles & Responsibilities To prepare tender quantity taking off, BQ costing & submission, progress payment claims, VO & finalization of accounts. To attend tender interviews & prepare monthly progress claim submission to consultants. To perform cost analysis and dynamic monitoring on projects cost data. Co-ordinate & communicate with all stakeholders, including sub-contractors, suppliers, authority bodies, internal & external parties to ensure all commercial and contractural matters are properly administered. Execute post contract administration such as handover certification and finalization of accounts. Requirements Minimum 5 years local experience as QS in Construction Industry. Degree or Diploma in QS or Building and Construction Management or equivalent. Proficient in Microsoft Office and Autocad applications. Good work integrity, follows instruction and work cohesive with site team.  ",,,Senior Executive,Permanent,Building and Construction,3 applications,Posted 04 Jan 2019,Closing on 03 Feb 2019,Monthly,"$3,000-$4,500"
363,Accountant,Company Undisclosed,"Roles & ResponsibilitiesThe Accountant reports to the Finance Manager (FM) of the organisation. He/She is involved in most, if not all aspects of accounting and oversees the day-to-day activities of the accounting team. He/She ensures that the organisation's finance function is well organised as well as producing timely and accurate financial statements and management accounts, thus achieving compliance with corporate policies and statutory requirements. He/She analyses data and understands the financial performance and position of the organisation in order to develop suitable accounting policies to meet reporting requirements and to produce any special reports required by the management team.The Accountant's role often involves leading a team of finance and accounting specialists and working closely with the internal and external auditors, bankers, and regulators. He/She must keep current with changing statutory requirements and tax laws and determine the implications of such changes to financial reporting. He/She may also work with the FM or the leadership team to help define the organisation's overall finance strategy.Requirements ~ Prepare accurate and timely financial statements. ~ Calculate taxable income and the income tax liabilities of the organisation. ~ Calculate the cost of different types of capital financial instruments and the overall costs of capital for the organisation. ~ Compile accurate tax-related information for the organisation. ~ Compute the valuation of business and financial assets using different models. ~ Ensure the respective privileges and rights are in place within the accounting information system for users with different job roles and functions. ~ Extract data and provide analysis for management using relevant accounting information systems or software. ~ Implement policies and procedures with emphasis on internal controls to prevent possible fraud and errors. ~ Maintain accurate journal entries and allocations. ~ Manage accounts payable and receivables to help the organisation determine working capital needs and funding strategies. ~ Operate accounting information systems efficiently and effectively. ~ Participate in budgeting and forecasting activities. ~ Plan and coordinate the annual financial audit process. ~ Prepare asset, liability, and capital account entries by compiling and analysing account information. ~ Prepare financial statements and disclosure notes. ~ Provide accurate and timely tax and financial reports to the relevant authorities. ~ Provide data in relation to assets, capital rationing and cost of capital. ~ Reconcile accounts and provide analysis for the organisations financial transactions. ~ Resolve issues and deficiencies arising from audit findings. ~ Respond to internal and external auditors on audit data, variances and audit findings.",,"THE JTC SUMMIT, 8 JURONG TOWN HALL ROAD 609434",Manager,Full Time,Accounting / Auditing / Taxation,74 applications,Posted 04 Jan 2019,Closing on 03 Feb 2019,Monthly,"$5,000-$7,000"
364,Part Time Japanese Speaking Staff,Company Undisclosed,"Roles & Responsibilities Replying of emails and calls to suppliers in Japan by Japanese language Replying of emails and calls to supplier and customers in Singapore by English Stock check and delivery to outlets  Send purchase order to supplier Data Aggregation process Create Invoice and monthly Sales report to account  Requirements Proficient in both spoken & written English and Japanese for the purpose to communicate with Japan counterparts Good communication skills willing to travel around singapore to deliver stocks to outlets working hours: 10am – 4pm (Minimum 3 times per week, Monday - Friday) for at least 3 months 1 hour lunch break SGD $12 per hour ",,,"Fresh/entry level, Non-executive","Part Time, Temporary, Contract, Flexi work","Admin / Secretarial, Purchasing / Merchandising",7 applications,Posted 04 Jan 2019,Closing on 03 Feb 2019,Monthly,"$800-$1,000"
365,Regional Assistant Accountant,Company Undisclosed,"Roles & ResponsibilitiesResponsibilities  Prepare financial reports', monitor performance against budgets, forecasts and prior year in a timely manner Manage timely month end closing process and recounciliations including intercompany transactions Resolve accounting discrepancies, and clarifications of accounting standards gaps Ensure accounting activities are in compliance with the accounting standards Prepare monthly GST submission, statutory audits & tax and regular government surveys Assist in the implementation of ERP system and data migration Review and implement an effective system of internal control procedures RequirementsRequirements  Degree in accounting/finance with minimum 8-10 years of hands-on relevant accoounting experience (at management level). CA with ACCPAC knowledge will be a plus point Strong analytical skills and ability to multi-task at a fast paced environment. This role is required to travel within Asia Pacific region.  All applicants will be treated with strict confidence.",,,Manager,Full Time,Accounting / Auditing / Taxation,27 applications,Posted 04 Jan 2019,Closing on 03 Feb 2019,,Salary undisclosed
366,Data Scientist,DENTSU AEGIS NETWORK HUB2050,"Roles & ResponsibilitiesThis is an exciting time to join Dentsu Aegis Network (DAN) as we focus on becoming a 100% digital economy business by 2020 through content, media and commerce. We are well placed to build capability, scale and sustainable growth as a high performance business. Our strategy is driven by our unique culture with one vision (to innovate the way brands are built), one set of values and a unique operating model which drives collaboration, client focus and attention.  Dentsu Aegis Network believes that everybody should be treated equitably. We are committed to creating an inclusive, diverse and collaborative environment that enables our people to do what they do best – innovating the way brands are built. This is regardless of age, race, disability, sexual orientation, gender, marital, civil partnership or parental status, religion or belief. As a global organisation, we offer fair employment and advancement opportunities for our employees to succeed and advance within their profession, both in Singapore and around the world.   BACKGROUND: About Dentsu Aegis Network Dentsu Aegis Network helps clients build consumer relationships by communicating their products and brands effectively. Our distinctive and innovative range of products and services include marketing and communications strategies through digital marketing and creative execution, media planning and buying, creative services, technology applications, SEO, content creation, brand tracking and marketing analytics. Find out more about us at https://www.dentsuaegisnetwork.com/   About Dentsu Aegis Network’s Global Data Innovation Centre As the world of data continues to grow exponentially in the advent of connected devices, IoT, industrialised digitization of the economy and the way people move through digitized networks, Dentsu Aegis seeks to harness the power of data and transform this into intelligent applications, products and platforms. The Dentsu Aegis Network Global Data Innovation Centre, hubbed in Singapore, is a strategic initiative to ensure that the Group harnesses this power effectively and at scale. This set up builds from the data innovation practice that was launched in 2012 and is now designed to deliver on global initiatives from Singapore.   KEY ACCOUNTABILITIES: As a Data Scientist, you will be a key member of the Centre. You will play a leading role in developing analytics solutions and data capabilities that will enable us to be thought leaders in the practice of data and analytics. You will work in a team of 4 – 5 talented Data Scientists and behavioural analysts. On a day-to-day basis, your responsibilities can comprise of:  Being an effective bridge between the Centre, IT and our Global Big Data Infrastructure platform to ensure that the data work streams are effectively collected, organized and processed Make data actionable by designing and building effective application programming interfaces -- APIs -- and services that allow the data to flow into any system that can make use of the information in real-time. Technical expertise for design, development, implementation of information storage and retrieval, data flow and analysis and provide effective recommendations based on trades among data volumes, number of users, logical and physical distribution, response times, retention rules, security and domain controls. Develops relational and/or Object-Oriented databases, database parser software and database leading software.   Maintains and updates for new development a set of records for, but not limited to, creating or recreating ad hoc queries, scripts, codes, and macros.   RequirementsPERSON SPECIFICATION: We invite people passionate about data, intelligence and application of same in the market place to join a growing team. You have to be a self-starter, motivated and yet collaborative. You can think on your feet, connect disparate dots, imagine connections and importantly, craft approaches to turn ideas and imagination into real capabilities, inspired by data. You are excited by your work going live in the market with clients and teams around the world.  PhD/Masters in Computer Science or Computer Engineering, with specialisation in deep learning or similar Proven working experience in machine and deep learning projects, especially in using deep learning ​Experience handling imbalanced data classes Able to generate relevant outputs that are not always seen in training data ​ Embedded knowledge  Experience handling large search spaces effectively and efficiently  Familiar with Python, Tensorflow, Keras Experience in dealing with large unstructured data sets Good understanding of big data architectures and solutions Good leadership skills Capable in leading a young team of data science analysts Proactive, customer-oriented and results-oriented Excellent track record in being part of a team that has deployed industrial-scaled, cutting-edge and commercial initiatives ","DENTSU AEGIS NETWORK HUB2050
  About Dentsu Aegis Network
Dentsu Aegis Network helps clients build consumer relationships by communicating their products and brands effectively. Our distinctive and innovative range of products and services include marketing and communications strategies through digital marketing and creative execution, media planning and buying, creative services, technology applications, SEO, content creation, brand tracking and marketing analytics.
Find out more about us at https://www.dentsuaegisnetwork.com/
  About Dentsu Aegis Network’s Global Data Innovation Centre
As the world of data continues to grow exponentially in the advent of connected devices, IoT, industrialised digitization of the economy and the way people move through digitized networks, Dentsu Aegis seeks to harness the power of data and transform this into intelligent applications, products and platforms.
The Dentsu Aegis Network Global Data Innovation Centre, hubbed in Singapore, is a strategic initiative to ensure that the Group harnesses this power effectively and at scale. This set up builds from the data innovation practice that was launched in 2012 and is now designed to deliver on global initiatives from Singapore.","GUOCO TOWER, 1 WALLICH STREET 078881",Executive,Full Time,"Engineering, Information Technology, Sciences / Laboratory / R&D",3 applications,Posted 03 Jan 2019,Closing on 02 Feb 2019,Monthly,"$5,000-$10,000"
367,Data Strategist,TRIBAL WORLDWIDE PTE. LTD.,"Roles & ResponsibilitiesTribal is the Total Experience agency We connect brands with technologies that solve real life problems. And by blending online and offline experience with internal culture and process we create products, services and communications that people love. With six specialist practices – designed to stand alone as well as snap together – we’re focused on creating value for customers and clients alike. Whether you draw on our expertise in Business Consultancy, Data Science and Customer Experience or Tech Consultancy, Creative and Innovation, we’ll help you redefine customer experience from the inside out. So if you’re intent on growing lifetime customer value, embrace Total Experience and make a real connection.  Scope: Reporting in to the Head of Business Technology, the Data Strategist provides data counsel to both internal and external stakeholders. Guided by data, you will find actionable insights to help clients grow their business. Numbers are your best friends and you find no issues implementing the tracking required, analysing the data and give the right recommendations. From automobile to travel to government accounts, no one problem (which data can solve) is unique. You will be driving data consultancy for your clients, which includes data discovery, data preparation, strategy and recommendations, and CRM. This role also entails keeping up to date with the latest marketing technology and working with partners to deliver data-driven marketing projects supported by new technology.   Responsibilities:  Work with account leads to develop strategic frameworks, standardize metrics, and create roadmaps for clients to start their data-driven marketing journey Work with data analysts to validate hypotheses and deliver data projects Develop and present data-driven customer journeys to help clients optimise their marketing strategy Advise both internal and external stakeholders on the most up-to-date ad formats, testing methodology, marketing technology, data science, and CRM strategies RequirementsRequirements:  3-5 years of data strategy work in customer analytics, marketing optimisation, or data engineering Advanced level of proficiency with complex spreadsheets / analysis Proficiency in Tableau, Google Data Studio or equivalent Proficiency in Google Analytics and GTM implementation Proficiency in data engineering via R or Python Clear communication skills to present data strategy and recommendations to clients Proven ability to work cooperatively and proactively with staff inside and outside of department Workshop experience is a plus  Interested applicants, please send your resumes to career@sg.tribalworldwide.com indicating current and expected salaries.  ","Tribal Worldwide is a full-service interactive agency that focuses on across the board front-end digital solutions from web to mobile and beyond.  Tribal Worldwide is committed towards creating digital solutions through original digital marketing programmes which generate compelling experience for the end-user.  First founded in 2001 as a division of DDB Group in Singapore, Tribal Worldwide is one of the 35 Tribal Worldwide’s offices spanning 21 countries.","PICO CREATIVE CENTRE, 20 KALLANG AVENUE 339411",Senior Executive,Permanent,Advertising / Media ,2 applications,Posted 03 Jan 2019,Closing on 02 Feb 2019,Monthly,"$5,000-$10,000"
368,Office of Planning - Manager (Data Analyst / Scientist),Republic Polytechnic,"Roles & ResponsibilitiesYou will be part of a new Data Analytics (DA) Unit that is responsible to drive the following objectives  Undertake DA projects, in partnership with internal departments as well as other organisations, on students’ learning and outcome, staff teaching, policy formulation/changes, work processes improvement and strategic planning. Provide advice and guidance to other departments to undertake DA projects; Champion and promote the use of data analytics; Work with internal and external technical teams to ensure usability and integrity of data for DA work  As a Data Analyst/Scientist, you will have the opportunity to:-  Translate business requirements and objectives into data models and effective implementation/ dashboard solutions. Migrate existing excel-reports and design dashboards and reports using visualization tools such as Tableau. Adopt and apply suitable machine learning, predictive models or other relevant techniques on a variety of data to derive meaningful statistics, uncover new actionable insights and predictive analytics. Promote understanding of the ecosystem of Data Science/ Big Data tools including data extraction and transformation Collaborate with end users, software development and database engineers in the planning, development and delivery of solutions. Recommend and communicate data-driven findings to both technical and non-technical stakeholders.  Spearhead objectives of DA Unit in alignment to RP’s organisational mission.   Requirements:  Experience in working with visualisation tools such as Tableau and creating insightful visualisation and analytics. Ability to create optimized data models and dashboards to address the business requirements from data sources such as MS SQL, Excel and flat file formats. Excellent people skills — you’ll be meeting with stakeholders to translate business needs into technical requirements. Strong attention to detail, time management skills and ability to work under pressure Relevant qualification in technical field such as Information Technology or equivalent Minimum of 2 years in data science, engineering or analytics role. Less experienced candidates may be considered for appointment as Assistant or Deputy Manager. Experience in using Python, R, databases/ SQL, machine learning techniques and in Education organisations or Institutes of Higher Learning will be advantageous.   ","About Republic Polytechnic
The first educational institution in Singapore to leverage the Problem-based Learning approach for all its diploma programmes, Republic Polytechnic (RP) has seven schools and one academic centre offering forty-two diplomas in Applied Science, Engineering, Management and Communication, Events and Hospitality, Infocomm, Sports, Health & Leisure, and Technology for the Arts.
In addition to offering full-time diploma courses, our Academy for Continuing Education @RP (ACE@RP) is committed to promoting lifelong learning among working adults.
At Republic Polytechnic, you will discover a collaborative culture that supports your pursuit in nurturing learners to be problem-solvers with innovative and entrepreneurial minds.  We believe in transforming not only the students but also yourself, as you seek and inspire life-long learning and acquisition of skills.  As an organisation that scores many firsts, RP welcomes you to achieve your potential in our dynamic environment.
For more information, please visit https://www.rp.edu.sg/careers/careers.",9 WOODLANDS AVENUE 9 738964,,Full Time,"Education and Training, Public / Civil Service",0 application,Posted 03 Jan 2019,Closing on 30 Jun 2019,Monthly,"$5,700-$6,300"
369,People Data Centre Social Analyst,UNILEVER ASIA PRIVATE LIMITED,"Roles & ResponsibilitiesThe PDC Insights Analyst will be part of the Global Beauty & Personal Care PDC team looking after brands including Dove, Lux or Lifebuoy. They will be responsible for analysing a wide range of data to help inform marketing, brand and business strategies. They will ensure that internal briefs are translated into analytical projects and will be responsible for ensuring the analysis is relevant for the specific brand and market. They will be comfortable using a wide range of analytical tools to help with the analysis and be familiar with both digital data such as social and search right through to traditional business data such as penetration and brand equity. The individual will be responsible for providing quantitative and qualitative analysis and insight on projects, whilst working alongside specialist analysts where required. As such the person needs to be comfortable working on their own analytics projects and also be able to work with specialist experts on larger, more complex briefs.   Key Accountabilities:    Primary Responsibilities  Work closely with the PDC Insights Manager to translate internal briefs into analytical projects (to include refining the initial brief and asking the ‘right questions’, working through potential hypotheses and storyboarding the output) Provide qualitative and quantitative analysis and insight to inform business strategy, marketing and brand strategies, digital marketing content and strategy, communications and new product development Conduct analysis using in-house analytics tools, and be comfortable analysing a range of social and business data Query building & data extraction from digital data tools (e.g. Brandwatch, Clarabridge, etc.) Building and maintaining dashboards for internal customers using internal visualisation tools Synthesising data and analysis into impactful, action-orientated reports for the Beauty & Personal Care teams Able to communicate the key findings and insight to senior stakeholders and peers both conversationally and in formal presentation style Monitor progress of deliverables and actively work with other analysts where required on complex briefs   Secondary Responsibilities  Perform translations as required Identify candidates for new services or ways-of-working improvements and feed this into a global centre of excellence to drive service improvement   RequirementsSkills/ Experience/ Qualifications:  Essentials   4 - 6 years Experience in an analytical role and providing insight and recommendation based on analysis Experience in using analytical tools, including social analytics / NLP tools and website analytics tools Experience in “storytelling” in a corporate context, and crafting clear, compelling messaging Passion for the digital world and its implications for business Candidate with proficiency (Spoken and written) in Indonesian Bahasa       Desirable  Eager to grow within Unilever and move around the business (career path likely to be within wider analytical pool) Appetite to learn the ‘art of the possible’ and then capitalise on this in next role Self-starter able to ‘muck in’ as required and pick up ways of working quickly Likely recent graduate or higher apprentice Experience of digital data tools (social listening tools, channel analytics, etc.)   ",UNILEVER ASIA PRIVATE LIMITED,"MAPLETREE BUSINESS CITY, 20 PASIR PANJANG ROAD 117439",Senior Executive,"Permanent, Full Time",Marketing / Public Relations ,23 applications,Posted 03 Jan 2019,Closing on 02 Feb 2019,Monthly,"$5,500-$10,000"
370,data scientist,HILTI ASIA PACIFIC PTE. LTD.,"Roles & ResponsibilitiesIn this role you design experiments, test hypotheses, develop and program models. You are coding in R or Python and you are using SQL to manipulate data. We work in agile, iterative processes. You lead discovery processes to identify the right business questions and develop business scenarios which affect critical decisions and business processes. You identify what relevant data is available, using internal and external data sources, structured and unstructured data, leveraging new data collection processes such as connected tool information. You collaborate with global subject matter experts to select the relevant sources of information. You make strategic recommendations on data collection, integration and retention requirements incorporating business requirements and knowledge of best practices. Requirements PhD in physics, statistics, computer science or related field. Deep knowledge of statistical techniques and experience using machine learning algorithms. Experience using Big Data frameworks such as Hadoop, MapReduce and others. Strong programming skills in R, Python and Java. ",No information added.,"PSA VISTA, 20 HARBOUR DRIVE 117612",Senior Executive,Full Time,Engineering,8 applications,Posted 03 Jan 2019,Closing on 02 Feb 2019,Monthly,"$8,000-$13,000"
