,title,company,description,company_overview,location,role,hours,industry,applications,posted,closing,salary_type,salary
109,Fund Accountant - Global MNC Bank - Private Equity,BLUECHIP PLATFORMS ASIA PTE. LTD.,"Roles & Responsibilities Global MNC Bank  Private Equity Exposure     Job Responsibilities   Working together with the 3rd party administrator, maintain and control the general ledger and various sub-ledgers of the Fund structure  Prepare financial statements, footnotes and partner capital statements  Prepare and monitor limited partner participations and general partner allocations  Involved within a full scope of transaction activities including full cycle accounting for the Fund structure and its SPVs  Maintain complex Excel spreadsheets and monitor reconciliation of securities positions / holdings  Assist and support in matters relating to annual audit and tax fillings of the Fund structure  Act as a liaison with various internal /external parties - i.e. auditors, tax representatives, legal counsel, Corporate Secretaries and so on  Prepare financial data analysis (e.g. IRR, ROI, waterfall distributions and etc)  Monitor the timing and quality of client deliverables (PCAP statements, Capital Calls, Distribution Notices and etc.)  Participate in the implementation of fund structures  Review private equity fund client's partnership agreements (LPA) and other materials  Interact with Management and Clients  Operate as a contact point for clients; able to respond to and resolve queries or escalate where necessary  Monitor compliance of various agreements with clients, including the Service Level Agreement  Process wire transfer payments on behalf of clients (e.g. LP distributions and etc)  Assist in client audit procedures, KYC/CDD and etc    Requirements/Qualifications   Bachelor degree in Accounting, and qualified accountants are preferred  Practical experience in a private equity fund or fund administrator or big 4 firm (min. 5 yrs)  Excellent analytical and numerical skills  Self-motivated, well-organised and can-do attitude  Strong co-ordinator & team player  Aptitude in standard computer software (including PowerPoint, Excel and Word)  Motivated, flexibility to work in a small office environment Requirements**Apply here** https://www.bluechipcareers-asia.com/jobDetails/4557/fund-accountant-global-mnc-bank-private-equity For more Banking and Finance Jobs visit us at: https://www.bluechipcareers-asia.com","BlueChipCareers Asia is a Singaporean-founded recruitment platform that is specially designed for banking and finance professionals. With our predictive matching technology and understanding of the industry, we aim to connect the top banking talent with Asia’s top Financial jobs.  We give candidates access to the top banking and finance jobs in Asia and help our clients recruit more efficiently by identifying the right candidates fast and ultimately, getting the best talent before your competitors.",,Senior Executive,Full Time,"Accounting / Auditing / Taxation, Banking and Finance",1 application,Posted 07 Jan 2019,Closing on 06 Feb 2019,,Salary undisclosed
110,"AVP / VP, IT Audit",BLUECHIP PLATFORMS ASIA PTE. LTD.,"Roles & ResponsibilitiesJob Responsibilities The firm is undergoing large technology projects in the coming year and are looking our for an experienced technology auditor to handle the region. He/she will be involved in cybersecurity, infrastructure and applications related audits. The countries included will be Vietnam, Singapore, Malaysia and Philippines. The incumbent will develop and improve the current IT audit techniques, and also work with the external vendors to ensure the systems are running smoothly. He/she will also have a big part to [play in the 3 year audit plans that they have for the region. Travel requirements will be up to 25% in a year.   Due to the nature of the role, prior experience in the insurance industry is not required   Requirements/Qualifications   5-8 years of technology audit experience in a large bank, buy-side or insurance firm  CISA/CISM/CISSP certified  Prior experience using data analytics tools (SQL/Tableau)  Experience delivering large scale audits  Excellent written and communication skills  Adaptable team player Requirements**Apply here** https://www.bluechipcareers-asia.com/jobDetails/4408/avpvp-it-audit For more Banking and Finance Jobs visit us at: https://www.bluechipcareers-asia.com","BlueChipCareers Asia is a Singaporean-founded recruitment platform that is specially designed for banking and finance professionals. With our predictive matching technology and understanding of the industry, we aim to connect the top banking talent with Asia’s top Financial jobs.  We give candidates access to the top banking and finance jobs in Asia and help our clients recruit more efficiently by identifying the right candidates fast and ultimately, getting the best talent before your competitors.",,Senior Executive,Full Time,"Accounting / Auditing / Taxation, Banking and Finance, Information Technology",2 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,,Salary undisclosed
111,Accounts Manager (Paya Lebar),Company Undisclosed,"Roles & ResponsibilitiesResponsibilities: · Handling full set of accounts including GST returns, tax matters and audit matters · Oversee daily operations · Preparing monthly financial reports, audit schedules and variance analysis · Perform Bank Reconciliation · Monitoring of Cash Flow · Assisting in annual budget and forecasting process · Experience in preparing government statistic board surveys · Credit control and receivables management · Liaise with external auditors and tax advisors on accounting matters · Ensuring accounting operations are carried out according to internal accounting procedure (Filing, data entry etc) · Participate in projects and new business initiativesRequirementsDiploma/Degree in Accountancy/ ACCA or equivalent Minimum 5 years of full set of accounts experience Must be bilingual in English & Chinese to liaise with Chinese speaking internal/external personnel Proficient in Microsoft Excel Team player with initiative, willingness to learn and take on responsibilities High level of integrity, strong analytical skills and able to meet tight deadlines Positive working attitude and meticulous Interested candidates are invited to email detailed resume to contact@jobfitter.com.sg ",,,Manager,Permanent,Accounting / Auditing / Taxation,4 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,,Salary undisclosed
112,UI Software Engineer,AG DELTA PTE. LTD.,"Roles & ResponsibilitiesRole Outline We are looking for front-end software engineer to join our UI engineering team in Singapore or Hong Kong. Our team is building a cutting-edge web application for banking industry. With a strong focus on fully leveraging modern web technologies and development practices, this will be an opportunity to take full ownership over high-impact features from concept to production, while working on a highly visible aspect of AGDelta’s award winning products.   Key Responsibilities  Collaborate with the rest of the UI team, the backend engineering team, and product management to design and implement new features and enhancements for our next-gen web application. Develop reusable components, UI widgets, and data visualizations to extend our front-end architecture. Work with QA and other engineering teams to investigate and resolve production issues. RequirementsMandatory Skills  3+ years’ experience developing web applications UI development experience in any of these frameworks: ReactJs, Backbone.js or AngularJs Experience with building REST API and services using SOAP, JMS, etc Excellent in HTML5 and CSS3 Excellent SQL knowledge Experience with software design pattern and test-driven development Team player and committed to his/her work Keen to work and adapt in a dynamic and evolving environment Bachelor’s degree in Computer Science, Engineering or relevant field    Desirable Skills  NoSQL database related skills Knowledge in UX concepts and best practices Business domain knowledge: general banking domain, investment banking, wealth management, trading applications  For example strong financial services background with strong knowledge of structured derivatives, FX, Bonds, Equities, etc. ","Who are we?
AG Delta, is a leading Digital Wealth Platform provider, has solved many industry challenges for both global and local wealth institutions with a proven track record of success with digital and regulatory challenges over 15 countries. Its core business is solely focused on 3 main areas which are Enterprise Wealth Compliance, Best Executions and Digital Advisory.
AG Delta’s award-winning solution significantly enhances collaboration and connectivity between Advisors, Execution desk, and Investment Product Providers to Wealth Managers. The solutions are not just to improve the quality of investment advice without losing the high human touch, but also ease the compliance burden to keep banks and bankers safe.
We are a fast growing Fintech company in Asia Pacific across two office locations, with client installations across the Asia Pacific & Europe who collectively transact Billions of dollars in investment products through AG|Delta’s platform.
 ",,Executive,Full Time,Information Technology,1 application,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$5,000-$6,500"
113,"Executive / Senior Executive, Financial Planning & Analysis",HALCYON AGRI CORPORATION LIMITED,"Roles & ResponsibilitiesBased in Singapore, you will be part of the team that takes on the role as financial performance watchdog for the Group's multitude of business activities, and provide relevant insights to the management to aid their business decision making. Responsibilities:  Participate in strategic planning and budgeting process including establishing assumptions and communication with worldwide subsidiaries Monitor monthly performance of key performance drivers of significant business units and prepare relevant management reports for internal management review Maintain database of financial data to facilitate management decision making Involved in corporate finance activities as and when required Any other duties as assigned RequirementsRequirements:  Minimum a degree holder, CPA/CFA not required but a plus 2 - 3 years of related working experience in the area of audit and assurance, financial planning and analysis FP&A experience in plantation / manufacturing / commodities industry is preferred Applicants must demonstrate high skillsets in: 	 Microsoft Office (most importantly MS Excel, MS Access and MS Powerpoint) Ability to understand and provide commentary on business trends and performance    Key attributes we are looking for:  Self-starter - takes initiative and ownership in tasks assigned Outstanding analytical skills - data driven analysis to support decision making Solutions driven - we are seeking solutions to challenges and people to drive those solutions   ","Halcyon Agri is a global leader in natural rubber, supporting the world’s growing mobility needs through the origination, production and distribution of natural rubber. Our products are essential to keep the world moving. The tyres on cars, trucks, agricultural vehicles, aeroplanes and bicycles, as well as many industrial and commercial products, all need the natural rubber that we produce.
We are headquartered in Singapore and listed on the Singapore Exchange. Our key operating assets are located in Indonesia, Malaysia, Thailand, China and Africa and are supported by a network of logistics assets and sales offices in Southeast Asia, China, South Africa, Europe and the United States. Halcyon Agri’s businesses have a rich history, tracing their roots back to the 1930’s with the founding of PT Hok Tong and PT Rubber Hock Lie in Indonesia, pioneer natural rubber producers in South East Asia. Today, Halcyon Agri’s workforce comprises 13,000 dedicated individuals.
  For further information, please refer to our website at: www.halcyonagri.com",,Senior Executive,Permanent,Banking and Finance,13 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$3,800-$4,500"
114,"Peng Tsu Ann Assistant Professor, Department of Mathematics and Institute for Mathematical Sciences",NATIONAL UNIVERSITY OF SINGAPORE,"Roles & ResponsibilitiesThe Department of Mathematics and the Institute for Mathematical Sciences at the National University of Singapore (NUS) invite applications for the position of Peng Tsu Ann Assistant Professorship (non-tenure track) beginning in August 2019.  We seek promising young scholars (fresh or recent PhD’s) whose research programmes synergize with research thrusts of our senior faculty members. The position is for a two-year duration with the possibility of a one-year renewal.  The teaching load of this appointment is especially light. NUS is a leading global university centred in Asia. The Department of Mathematics has about 60 faculty members and teaching staff whose expertise cover major areas of contemporary mathematical research. Please submit your application comprising the following:   Cover Letter Curriculum Vitae/Publication List Personal Data Consent Form Research Statement (max. 3 pages) Teaching Statement (max. 3 pages) Evaluation on teaching from faculty members or students of your current institution, where applicable; Three or more Reference Letters (to be emailed to search@math.nus.edu.sg​)  Review process will continue until positions are filled. Enquiries may be sent to search@math.nus.edu.sg​RequirementsPhD in Mathematics or Applied Mathematics or related disciplines .","The National University of Singapore aspires to be a vital community of academics, researchers, staff, students and alumni working together in a spirit of innovation and enterprise for a better world.
  Our singular focus on talent will be the cornerstone of a truly great university that is dedicated to quality education, influential research and visionary enterprise, in service of country and society.",21 LOWER KENT RIDGE ROAD 119077,Non-executive,"Contract, Full Time",Education and Training,0 application,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$7,000-$8,000"
115,Sr  /  Design Engineer (Firmware with EE capability),JABIL CIRCUIT (SINGAPORE) PTE. LTD.,"Roles & ResponsibilitiesSUMMARY The Design Engineer (Firmware) is responsible for architecture, design and development of both hardware and software for microcontroller-based embedded modules. The ideal candidate for this role would have the passion for creating and innovating modern technologies in a highly dynamic, fast-paced environment. We are looking for accomplish, self-motivated, highly talented, passionate and versatile engineers that can create microcontroller-based solutions.   ESSENTIAL DUTIES AND RESPONSIBILITIES • Responsible for the analysis of requirements, architecture definition, design, development and debug of microcontroller-based test solution used in manufacturing test system. o Contribute to the design, development, modification of hardware and hold design reviews providing deliverables such as: Block-Diagrams, Schematics, PCB design, Bill-of-Materials and other necessary documentation and information. o Work on a team to drive development projects in all phases from design specification to release. o Debug, test of hardware and fix hardware/software issues in embedded system using software and hardware tools as needed. o Actively participate on, and at times leads, cross-functional teams to develop new hardware modules as well as address design issues or maintenance of existing hardware modules. o Developing high quality source code targeting the embedded system. o Interface with low level microcontroller components (I2C, SPI, USB, UART, CANBUS). o Support project initiatives collaborating with the rest of the design team ensuring that development milestones and deadlines are met. o Analyzing and enhancing efficiency, stability and scalability of system resources. o Works on complex issues where analysis of situations or data requires an in-depth analysis of variable factors. Exercises judgment in selecting methods, techniques and evaluation criteria for obtaining results. o Evaluate, test and review designs to determine if program will perform according to requirements and specifications.   • Interacting with teams o Able to provide feedback on peer designs in an open and collaborative design review forum. o Be a contributor in developing an environment of continuous improvement across all hardware modules and development groups. o Coordinate with project team to create and release hardware requirements, design specification and design descriptions for assigned designs applicable standards and procedures. Responsible for recording and sharing technical knowledge gained with colleagues. Review hardware documentation for accuracy including documentation intended for customer use. o Able to work effectively within different cross-functional teams within the company. o Able to communicate and co-work with customers on test specification and test system design. o Attend weekly project conference call with customer and cross-functional team from the organization.   • Traveling and on-site support o Able to do frequent business travel within Asia during project pilot build.Requirements• Bachelor Degree/Msc in Electronics Engineering or other relevant discipline or equivalent combination of education and experience. • 3-5 years of working experience on test engineering, test development, or equivalent working experience in a manufacturing environment. • Prior design engineering experience with analog and digital hardware. • Programming experience in C (C++ is a plus) for embedded systems, including development of algorithms, manipulation of data structures, and implementing highly optimized code. • Experience with embedded resource-constrained environments. • Experience writing software tools for hardware validation. • Experience architecting firmware, hardware and software interfaces (Arm Cortex or equivalent embedded microcontroller). • Strong understanding of the communication transport protocol like I2C, SPI, UART and USB. • Good technical and analytical skill with ability to perform electronic system debug effectively. • Experience driving technology integration and adoption.   ADDITIONAL EXPERIENCE THAT WILL CONSTITUTE A PLUS • Experience working with real-time operating systems • Familiarity with DSP architecture and programming • Knowledge of Forth, Lua, python programming • Knowledge of Software version control (GIT) • Software Image processing • Linux programming environment   COMMUNICATION AND LANGUAGE SKILLS -- Oral & Written • Converse, read and write fluently in English and Mandarin. Proficient in Mandarin skills as the successful person will need to liaise with China counterparts/vendors • Ability to work both individually and as part of a team. • Effective communication skills with ability to communicate clearly to cross-functional team within the company or external customer/vendors. • Response professionally/Technically to common inquiries from customers. • Effectively present information to internal teams and management and is a good team player. • Excellent time management skills with the ability to contribute to multiple concurrent projects.","Jabil is one of the world’s largest electronic manufacturing services companies, providing customized design, manufacturing, distribution and aftermarket services for some of today’s largest companies and brands. Our global operations encompass over 100 plants in the world and employ over 180,000 people.
To ensure our continued financial success and growth, we operate in a variety of markets, including aftermarket services, computing & storage, defense & aerospace, healthcare & instrumentation, industrial & clean tech, materials technology, mobility, networking and telecommunications.
We offer equal employment opportunities to qualified individuals without regard to their race, religion, color, age, national origin, gender, disability and sexual orientation. If you have a quality-first mentality in everything you do and are passionate about achieving results, then Jabil is the place for you.",16 TAMPINES INDUSTRIAL CRESCENT 528604,Junior Executive,"Permanent, Full Time","Engineering, Manufacturing",4 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$3,000-$5,500"
116,Senior Supply Chain Consulting Professional,MARK9 PTE. LTD.,"Roles & ResponsibilitiesA professional at this position level within has the following job responsibilities: •           Identifies, assesses and solves complex business problems for area of responsibility, where analysis of situations or data requires an in-depth evaluation of variable factors. •           Closely follows the strategic direction set by senior management when establishing near term goals. •           Interacts with senior management at a client and/or within organisation on matters where they may need to gain acceptance on an alternate approach. •           Has some latitude in decision-making. Acts independently to determine methods and procedures on new assignments. •           Decisions have a major day to day impact on area of responsibility. •           Manages large - medium sized teams and/or work efforts (if in an individual contributor role) at a client or within organisation.   Key responsibilities may also include:  Relationships – strong operational relationships with existing and potential future clients. Subject matter advisor – Will have a clear point of view on Supply Chain issues in Singapore, ASEAN and APAC markets (especially in India) to discuss with our client and originate ideas that will turn into sold work and tangible business outcomes for our clients Client relationship management - lead and support projects, including team management providing specialist operational knowledge and insights Project management – lead assessment, process definition and transformational programs within our Supply Chain customers across ASEAN Providing estimating, forecasting and work planning assistance Working closely with our clients, Consulting professionals design, build and implement strategies that can help enhance business performance. They develop specialized expertise—strategic, industry, functional, technical—in a diverse project environment that offers multiple opportunities for career growth. RequirementsSkills:  Good exposure in variety of industries and operations, covering Energy, Natural Resources, Chemicals, Utilities, Oil and Gas, Automotive, Consumer goods, retail and travel & transportation. Excellent knowledge in supply chain analytics, data driven consulting and digital supply chain transformation Strong projects experience in in multiple dimensions of Supply Chain that may include strategy, network planning, inventory optimization, control tower management, visibility projects, optimized process design and tax efficient supply chains Experienced in handling large scale programs is highly regarded within a consulting environment or industry Working level experience leveraging best of breed technologies to delivery optimized supply chains and improved visibility (E.g. SAP, Oracle Demantra, Servigistic, JDA) Process improvement experience with a practical and ‘can do’ attitude to lead projects by example, coaching and mentoring your team Able to travel within region as applicable    Years of Experience: •           12+ years of strong industry operational experience in global Supply Chain for Senior Managers (preferably in Consulting) •           6+ years of strong industry operational experience in global Supply Chain for Managers (preferably in Consulting) •           3+ years of strong industry operational experience in global Supply Chain for Consultants (preferably in Consulting)   Education Qualifications: Bachelors’ Degree or equivalent in commerce and operations. MBA is preferred.","Mark9 is a Singapore based boutique company founded by business and technology professionals focusing on Emerging Technologies plus Processing Power to unlock the hidden values for New Age of artificial Intelligence, automation and digital transformation.
Our vision is to help organizations in real-time to amplify human intelligence in cognitively demanding tasks for a better decision making by unlocking the available Data and to build Digital Labour in the Modern AI Era - at the same time securing organizations from external digital threats/ cyber threats.
Our teams now consists of specialized consultants with consulting and implementation experience in the Emerging Technologies. This enables us to fully understand client needs to provide technical or functional solutions at any stage of a project. Knowledge is power, and with over a decade of experience specializing in implementation and delivery, Mark9 has the expertise, global reach and local understanding to empower your business. T
Rather than looking to cut or re-grow the workforce, leading organizations are focused on getting the right skills in place to both achieve and adapt to evolving strategies. Mark9 also helps guide companies toward strategic ways of elevating an organizations performance with right consultants and talent management.
Today, our team covers the entire global map, assisting clients on full-cycle projects in a variety of sectors. Whether you are already reaping the benefits of a successful implementation, or on the verge of making a crucial decision to go ahead with a new project or conducting a feasibility study, Mark9 will work along with you to assist you in your evaluation, design, implementation and support by providing you a speedy and cost-effective technology consulting & staff augmentation serv","SHENTON HOUSE, 3 SHENTON WAY 068805",Non-executive,Contract,Information Technology,11 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$7,500-$8,500"
117,Manufacturing Design Engineer,TALENT TRADER GROUP PTE. LTD.,"Roles & Responsibilities Develop product specifications, system critical design specifications and design test methods Provide feedback on design changes Create ECO and documentation Solve complex system integration issues Assist in product development and provide support on field escalations Liaise with internal and external stakeholders Perform data analysis Requirements Degree in Mechanical Engineering or equivalent Minimum 5 years of experience in System Engineering Able to read technical drawings, understand BOMs, and use a variety of precision testing and measuring Instruments Possess strong troubleshooting and analytical skills Excellent command in optical, mechanical, electrical, and software components  Interested candidates, please send your resume to belinda.goh@talenttradergroup.com    EA License: 13C6305 Reg. No.: R1333012   For candidate who applied for the advertised position is deemed to have consented to us that we may collect, use or disclose your personal information for purpose in connection with the services provided by us.","TALENT TRADER GROUP PTE. LTD.
Talent Traders is steered by young, dynamic professionals; each of them bringing their own vast experiences from leading Banks and HR Agencies.
We provide efficient talent sourcing, recruitent and retention services taht help companies acquire effective Mid management talent.
We offer the following value added services for a variety of Mid mnagement positions across industry veticals such a Banking, Marine, Offshore, Retail, IT, F&B, Education, Manufacturing and Others:
- Talent Soiucing and Recruitment
- International Recruitment
- Contract & Temporary Staffing
- Payroll Services
- Employment Passes
   ","GATEWAY EAST, 152 BEACH ROAD 189721",Executive,Full Time,Manufacturing,5 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$4,000-$5,500"
118,Recruiter,RGF TALENT SOLUTIONS SINGAPORE PTE. LTD.,"Roles & Responsibilities Deliver consistent, high quality work in a fast-paced, dynamic work environment by managing time and effort across hiring projects Source and attract top talent and handle special projects Solve problems and produce solutions by collecting and analyzing data with quantitative or qualitative approaches, identifying alternatives when circumstances change, and seeking out responsibilities beyond the job.  Improve the candidate, new hire, hiring manager and recruiter experience. Follow-up with clients to confirm that staffing plans and candidate needs are met.  Requirements BA/BS degree or equivalent practical experience.  4-6 years of relevant staffing experience.  ","RGF HR AGENT SINGAPORE PTE. LTD.
 ",71 ROBINSON ROAD 068895,"Manager, Executive","Permanent, Contract, Full Time",Human Resources ,8 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$6,000-$9,500"
119,Resident Engineer,HEXAMATICS SINGAPORE PTE. LTD.,"Roles & ResponsibilitiesPerform operations of infrastructure services, assuring maximum stability and efficiency   Coordinate changes initiated by Data Centre activities, acting as SPoC   Implement software updates   Interact and support for any onsite for hardware troubleshooting / hardware part replacement  Liaise with customer   RequirementsExpertise in infrastructure technologies  Deep Knowledge of Administration  Excellent communication and interpersonal skills  Open-minded and motivated to work in multicultural team  ",HEXAMATICS SINGAPORE PTE. LTD.,"PRUDENTIAL TOWER, 30 CECIL STREET 049712",Professional,"Contract, Full Time",Telecommunications,1 application,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$8,000-$12,000"
120,Purchasing Assistant,GAO JI FOOD (S) PTE LTD,"Roles & ResponsibilitiesResponsibilities: • Perform data entry and ensure systematic filing • Prepare relevant reports for monthly meeting • Liaise and coordinate well with suppliers and colleagues on various matters • Daily stocks ordering and close follow up • Other administrative work and duties as assigned by superior Note: No quota for work pass applications; due to overwhelming response, only shortlisted candidates would be notified  RequirementsRequirements: • Minimum 1 year working experience preferred • Possesses minimum ITE certification or its equivalent • Able to communicate with English and Mandarin speaking associates • Proficient in Microsoft Office • Able to work independently and as a team player • Possesses good and positive working attitude 5 days work week, attractive remuneration package, fun and homely working environment, good learning platform.  ","GAO JI FOOD (S) PTE LTD -
Established since 1954, we have over 40 outles and restaurants in Singapore and China. We are committed to providing quality food, excellent service and the highest value to our customers, staff and stakeholders. We are constantly expanding within Singapore and in the region.
We place great emphasis in nurturing our employees and offer them a promising career path.
Join us today, be part of our dynamic team! 
 ",203A PANDAN LOOP 128392,Non-executive,Full Time,"Admin / Secretarial, Purchasing / Merchandising",3 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$1,500-$1,800"
121,Marketing Director (B2C) - FinTech,MATCHMOVE PAY PTE. LTD.,"Roles & ResponsibilitiesIf you live and breathe digital marketing, we would love to talk to you. We are looking for a Digital Marketing Director excited to develop the Go-to-Market strategy for our B2C financial services business. It is an exciting opportunity to help drive a customer-focused approach of segmentation, targeting and positioning to deliver deep value to the end users.   Key Responsibilities:  Oversees end-to-end execution of integrated B2C marketing campaigns – focused on driving customer acquisition, engagement, and retention via multi-channel marketing, including Rapid Response Messaging, Email, Social Media, Website, Internet Marketing, and more. Develop and execute engaging content & campaigns for appropriate offline and online social media channels. Design and track relevant KPIs - drive efficiency on all paid acquisition channels by tracking both cost per acquisition and downstream behaviour such as revenue, margin, to ensure that the lifetime value of customers acquired offers a significant return on the acquisition dollar invested. Collaborate with internal teams to optimize user experience - utilize strong analytical ability to evaluate end-to-end customer experience across multiple channels and customer touch points. Identify the Company’s most profitable customer segments and map back to marketing campaigns and cost. Establish goals for the growth of B2C Marketing; adjust and evolve programs over time to meet these goals.  Build a robust channel testing strategy that allows for continual learning and optimization of channel mix through measuring experiments and conversion tests. Audit existing tools and systems and present assessment of any gaps in technology stack and/or data needed to drive B2C performance and scale. Work closely with the cross-functional teams on Budget and Planning. Build out a multi-year financial plan that drives individual customer growth and profitability.   Requirements Bachelor’s degree preferably in Marketing, PR and Communication, Journalism, Business Administration or related At least 8 years of solid experience in B2C digital marketing with ability to manage a meaningful budget, revenue numbers and team  Startup experience in Financial Services preferred Very strong spoken and written communication skills Great understanding of effective PR and Marketing Communications Comfortable in a fast paced, uncertain, changing environment Self-starter, ability to work and thrive with a small team in the beginning, and comfortable proving oneself to lead and build out both B2C and B2B marketing teams in the long-term. Understanding of both B2C and B2B business models is a plus    Culture in MatchMove  To work in a fast-moving startup, fun and yet professional environment that recognises and rewards individual contributions and also team success. To work with highly motivated people who are totally focused on winning by combining great teamwork, rapid execution and an uncompromising approach to quality and customer satisfaction. We strongly encourage Innovation, Collaboration, Creativity, and Initiative. Work in a collaborative environment where you can talk to the CEO anytime!    Personal Data Protection Act   By submitting your application for this job, you are authorizing MatchMove to: a) collect and use your personal data, and to disclose such data to any third party with whom MatchMove or any of its related corporation has service arrangements, in each case for all purposes in connection with your job application, and employment with MatchMove; and b) retain your personal data for 1 year for consideration of future job opportunities (where applicable for relevant unsuccessful job applicants).","MATCHMOVE PAY PTE. LTD.
MatchMove Pay is Singapore’s fastest growing technology company, providing innovative enterprise solutions to help businesses increase revenue, user engagement and loyalty through the strategic use of our customizable cloud-based platforms.
The MatchMove Wallet is a Platform-as-a-Service (PaaS) that enables any major consumer brands, banks, telcos and regional e-commerce sites to easily issue secure mobile payment cards to reach millions of potential shoppers with smartphones in Asia and emerging markets. The wallet contains Amercian Express and MasterCard prepaid cards issued by MatchMove and also supports other major networks like Visa, Union Pay and JCB.
MatchMove Pay has been consistently recognised internationally for its outstanding innovation. In 2014, MatchMove Pay was named “Top Global Innovator” in the highly competitive global fintech competition, the SWIFT Innotribe Startup Challenge at SIBOS in Boston. The company was also ranked as Singapore’s fastest-growing technology company in Singapore and Southeast Asia in the Deloitte Technology Fast 500 Asia Pacific in 2013.
MatchMove Pay is headquartered in Singapore with offices spanned across Vietnam, Indonesia, India and the Philippines.",137 TELOK AYER STREET 068602,"Senior Management, Middle Management","Permanent, Full Time",Marketing / Public Relations ,24 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$6,000-$9,000"
122,Software Engineer,REDMART LIMITED,"Roles & ResponsibilitiesAs one of the fastest growing e-commerce companies in Asia, RedMart offers an unparalleled  startup experience. Our culture: entrepreneurial, fiercely intelligent, team oriented, deeply creative and whatever you add to it! We’re fanatical about improving our customer experience and providing “wow” customer service.     We're interested in talented, creative and passionate people joining our All-Star team who believe in our mission: To save our customers time and money for the important things in life!     Some things to know before you apply:  We have big plans to disrupt the traditional grocery retail market and become a $Billion+ company in the next few years Everything we do is focused on empowering our customers We work really hard We have a lot of fun! Try this coding challenge , and we'll look at you resume before others. Alternatively, If you wish to challenge yourself with a more difficult coding puzzle give this coding challenge a try.     At RedMart software engineers use technology to delight our customers. They innovate to make ourvcustomers’ lives better. And since RedMart does e-commerce from the online storefront all the way to home delivery, there are lots of areas to make an impact with technology. Can we improve warehouse efficiency to get the orders delivered faster? Can we reduce delivery costs so we can save our customers money? Can we make it easier for them to find the products they need and checkout?     As a Software Engineer you will:  Translating application storyboards and use cases into functional applications Design, build, and maintain efficient, reusable, and reliable Java code Ensure the best possible performance, quality, and responsiveness of the applications Identify bottlenecks and bugs, and devise solutions to these problems Help maintain code quality, organisation, and automatisation Working in highly collaborative teams and building quality code Understanding the business domain deeply and working closely with business stakeholders     Our Tech Stack:   Microservices written in Java or Scala using Play Framework, and occasionally NodeJS.  React or AngularJs for web apps.  MongoDB, Postgres or Cassandra for storage.  AWS infrastructure, with HAProxy, Nginx, Redis. Chef deployments.  GitHub, Travis CI and Trello for development tools.  Testing with JUnit, ScalaTest, FrisbyJS, Calabash and Selenium.  Kafka, Spark and AWS Redshift for our data infrastructure. RequirementsWhat do we look for in a candidate?  Proficient in Java, with a good knowledge of its ecosystems Great OO skills, including strong knowledge in design and architectural patterns Skill for writing reusable Java libraries Experience with Play Framework for Java Experience with JavaScript & frameworks like AngularJS Knowledge of concurrency patterns in Java Familiarity with concepts of MVC, JDBC, and RESTful Basic understanding of JVM, its limitations, weaknesses, and workarounds Implementing automated testing platforms and unit tests Working knowledge of NoSQL (preferably MongoDB) Proficient understanding of versioning tools, such as Git Desire to contribute to the wider technical community through collaboration Ability to quickly grasp any new technologies Strong communication and collaboration skills ","As one of the fastest growing e-commerce companies in Asia, RedMart offers an unparalleled startup experience. Our culture: Entrepreneurial, fiercly intelligent, team oriented, deeply creative and whatever you add to it! We are fanatic about improving our customer experience and providing ""wow"" customer service.
We're interested in talented, creative and passionate people joining our All-Star team who believe in our mission: To save our customers time and money for the important things in life!
Some things to know before you apply;
We have big plans to disrupt the traditional grocery retail market and become a $Billion+ company in the next few years
Everything we do is focused on empowering our customers
We work really hard
We have alot of fun!","SINGAPORE WINE VAULT BUILDING, 6 FISHERY PORT ROAD 619747",Professional,"Permanent, Full Time","Engineering, Information Technology",3 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$5,000-$8,000"
